Arn,Name,Description,LaunchTime,CloseTime,StartTime,EndTime,TrackArn,Status,MinimumLaps,TotalLaps,ParticipantCount,ImageUrl,LeaderboardImage,RaceType,Visibility,TimingMethod,LeagueType,Moderated,TermsConditionId,WinnerAlias,HeadToHeadConfig_HeadToHeadType,HeadToHeadConfig_NumBotCars,HeadToHeadConfig_BotCarSpeed,HeadToHeadConfig_EnableLaneChange,HeadToHeadConfig_LowerLaneChangeTime,HeadToHeadConfig_UpperLaneChangeTime,ResettingBehaviorConfig_IsContinuousLap,ResettingBehaviorConfig_AllowReset,ResettingBehaviorConfig_MaxResetTimes,ResettingBehaviorConfig_PenaltySeconds,Tournament_Size,Tournament_ResultsReleaseTimes,PlayoffRaceTypeConfig_PlayoffRaceTypeID,ThemeConfig_ThemeID,ObjectAvoidanceConfig_RandomizeLocation,ObjectAvoidanceConfig_ObstaclePositions,ObjectAvoidanceConfig_NumObstacles,ObjectAvoidanceConfig_ObstacleType,ResettingBehaviorConfig_CollisionPenaltySeconds,ResettingBehaviorConfig_OffTrackPenaltySeconds,PlayoffRaceTypeConfig_PlayoffRaceArn,PlayoffRaceTypeConfig_PlayoffReleaseTime,PlayoffRaceTypeConfig_PlayoffResultReleaseTime,NumOfTeamSubmissionsRequired,Tags,ParticipationConfig_EntryTypeConfig_InvitationEntryType,ParticipationConfig_ViewType,CarControlConfig_CarSpeedControl,RacingDivision,ParticipationConfig_EntryTypeConfig_RacingDivisionEntryType
arn:aws:deepracer:us-east-1::leaderboard/summit-season-2020-08-h2h,2020 August Summit Online Qualifier,"Finish the race as quickly as possible and avoid the collisions with the bots and going off-track, as both will be penalized.",1596240000000,1598918399000,1596240000000,1598918399000,arn:aws:deepracer:us-east-1::track/reInvent2019_track,CLOSED,3.0,3.0,90,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,HEAD_TO_HEAD_RACING,VISIBLE,TOTAL_TIME,ONLINE,False,TNC-2020-04,nalbam-me,BOT_VEHICLE,6.0,0.75,True,1.0,3.0,True,True,10000.0,5.0,,,,defaultBlack,,,,,5.0,2.0,,,,,,,,,,
arn:aws:deepracer:us-east-1::leaderboard/summit-season-2020-08-tt,2020 August Summit Online Qualifier,Finish the race as quickly as possible and stay on track. Going off-track will be penalized.,1596240000000,1598918399000,1596240000000,1598918399000,arn:aws:deepracer:us-east-1::track/reInvent2019_track,CLOSED,3.0,3.0,182,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,TIME_TRIAL,VISIBLE,TOTAL_TIME,ONLINE,False,TNC-2020-04,OscarIVECloud,,,,,,,True,True,10000.0,5.0,,,,defaultLightBlue,,,,,,2.0,,,,,,,,,,
arn:aws:deepracer:us-east-1::leaderboard/virtual-season-2020-08-h2h,2020 August Qualifier,"Finish the race as quickly as possible and avoid the collisions with the bots and going off-track, as both will be penalized.",1596240000000,1598918399000,1596240000000,1598918399000,arn:aws:deepracer:us-east-1::track/Albert,CLOSED,3.0,3.0,108,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,HEAD_TO_HEAD_RACING,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2020-04,mayurmadnani,BOT_VEHICLE,6.0,1.0,True,1.0,5.0,True,True,10000.0,5.0,32.0,"[1599091199000, 1599177599000, 1599775199000, 1599775199000, 1599775199000]",TOURNAMENT,defaultBlack,,,,,,,,,,,,,,,,
arn:aws:deepracer:us-east-1::leaderboard/virtual-season-2020-08-oa,2020 August Qualifier,"Finish the race as quickly as possible and avoid the objects and going off-track, as both will be penalized.",1596240000000,1598918399000,1596240000000,1598918399000,arn:aws:deepracer:us-east-1::track/Albert,CLOSED,3.0,3.0,94,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,OBJECT_AVOIDANCE,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2020-04,JonathanRacer,,,,,,,True,True,10000.0,5.0,,,,defaultBlue,False,"[{'LaneNumber': -1, 'TrackPercentage': 0.09648427988512517}, {'LaneNumber': 1, 'TrackPercentage': 0.27193033835228264}, {'LaneNumber': -1, 'TrackPercentage': 0.3450328092504835}, {'LaneNumber': 1, 'TrackPercentage': 0.5848078489433801}, {'LaneNumber': 1, 'TrackPercentage': 0.7865492724159}, {'LaneNumber': 1, 'TrackPercentage': 0.9181408150063396}]",6.0,BOX,,,,,,,,,,,,
arn:aws:deepracer:us-east-1::leaderboard/virtual-season-2020-08-tt,2020 August Qualifier,Finish the race as quickly as possible and stay on track. Going off-track will be penalized.,1596240000000,1598918399000,1596240000000,1598918399000,arn:aws:deepracer:us-east-1::track/Albert,CLOSED,3.0,3.0,1210,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,TIME_TRIAL,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2020-04,FRacer,,,,,,,True,True,10000.0,5.0,,,,defaultLightBlue,,,,,,,,,,,,,,,,
arn:aws:deepracer:us-east-1::leaderboard/summit-season-2020-09-h2h,2020 September Summit Online Qualifier,"Finish the race as quickly as possible and avoid the collisions with the bots and going off-track, as both will be penalized.",1598918400000,1601510399000,1598918400000,1601510399000,arn:aws:deepracer:us-east-1::track/reInvent2019_track,CLOSED,3.0,3.0,105,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,HEAD_TO_HEAD_RACING,VISIBLE,TOTAL_TIME,ONLINE,False,TNC-2020-04,haikal-DBS,BOT_VEHICLE,6.0,0.75,True,1.0,3.0,True,True,10000.0,5.0,,,,defaultBlack,,,,,5.0,2.0,,,,4.0,,,,,,
arn:aws:deepracer:us-east-1::leaderboard/summit-season-2020-09-tt,2020 September Summit Online Qualifier,Finish the race as quickly as possible and stay on track. Going off-track will be penalized.,1598918400000,1601510399000,1598918400000,1601510399000,arn:aws:deepracer:us-east-1::track/reInvent2019_track,CLOSED,3.0,3.0,203,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,TIME_TRIAL,VISIBLE,TOTAL_TIME,ONLINE,False,TNC-2020-04,Bandi-ShallowMind,,,,,,,True,True,10000.0,5.0,,,,defaultLightBlue,,,,,,2.0,,,,4.0,,,,,,
arn:aws:deepracer:us-east-1::leaderboard/virtual-season-2020-09-h2h,2020 September Qualifier,"Finish the race as quickly as possible and avoid the collisions with the bots and going off-track, as both will be penalized.",1598918400000,1601510399000,1598918400000,1601510399000,arn:aws:deepracer:us-east-1::track/Belille,CLOSED,3.0,3.0,119,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,HEAD_TO_HEAD_RACING,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2020-04,S-P-,BOT_VEHICLE,6.0,1.0,True,1.0,5.0,True,True,10000.0,5.0,32.0,"[1601683199000, 1601942399000, 1602539999000, 1602539999000, 1602539999000]",TOURNAMENT,defaultBlack,,,,,5.0,5.0,,,,4.0,,,,,,
arn:aws:deepracer:us-east-1::leaderboard/virtual-season-2020-09-oa,2020 September Qualifier,"Finish the race as quickly as possible and avoid the objects and going off-track, as both will be penalized.",1598918400000,1601510399000,1598918400000,1601510399000,arn:aws:deepracer:us-east-1::track/Belille,CLOSED,3.0,3.0,108,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,OBJECT_AVOIDANCE,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2020-04,yokeboy,,,,,,,True,True,10000.0,5.0,,,,defaultBlue,False,"[{'LaneNumber': -1, 'TrackPercentage': 0.12026420546528271}, {'LaneNumber': 1, 'TrackPercentage': 0.20043892091504345}, {'LaneNumber': 1, 'TrackPercentage': 0.40849922539691524}, {'LaneNumber': 1, 'TrackPercentage': 0.4911932646518566}, {'LaneNumber': -1, 'TrackPercentage': 0.6891766794067121}, {'LaneNumber': -1, 'TrackPercentage': 0.8370045859605526}]",6.0,BOX,5.0,5.0,,,,4.0,,,,,,
arn:aws:deepracer:us-east-1::leaderboard/virtual-season-2020-09-tt,2020 September Qualifier,Finish the race as quickly as possible and stay on track. Going off-track will be penalized.,1598918400000,1601510399000,1598918400000,1601510399000,arn:aws:deepracer:us-east-1::track/Belille,CLOSED,3.0,3.0,852,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,https://deepracer-managed-resources-us-east-1.s3.amazonaws.com/leaderboard-resources/generic_leaderboard.svg,TIME_TRIAL,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2020-04,JPMC-Pirates,,,,,,,True,True,10000.0,5.0,,,,defaultLightBlue,,,,,,,,,,4.0,,,,,,
arn:aws:deepracer:::leaderboard/55234c74-2c48-466d-9e66-242ddf05e04d,2020 October Qualifier,Finish the race as quickly as possible and stay on track. Going off-track will be penalized.,1601510401000,1604188799000,1601510401000,1604188799000,arn:aws:deepracer:us-east-1::track/Aragon,CLOSED,3.0,3.0,1381,,,TIME_TRIAL,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2020-04,McMurphy,,,,,,,True,True,10000.0,5.0,,,,defaultLightBlue,,,,,5.0,5.0,,,,4.0,"virtual,virtual-season-2020-10-tt",,,,,
arn:aws:deepracer:::leaderboard/831218e6-ff91-4b11-b734-a2509d9b37fe,2020 October Qualifier,"Finish the race as quickly as possible and avoid the collisions with the bots and going off-track, as both will be penalized.",1601510401000,1604188799000,1601510401000,1604188799000,arn:aws:deepracer:us-east-1::track/Aragon,CLOSED,3.0,3.0,395,,,HEAD_TO_HEAD_RACING,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2020-04,ep-dr-racer1,BOT_VEHICLE,4.0,0.75,True,1.0,3.0,True,True,10000.0,5.0,32.0,"[1604361599000, 1604447999000, 1604527199000, 1605045599000, 1605045599000]",TOURNAMENT,defaultBlack,,,,,5.0,5.0,,1604188799000.0,,4.0,"virtual,virtual-season-2020-10-h2h",,,,,
arn:aws:deepracer:::leaderboard/d542d266-ce95-4875-8bdb-670421c9394f,2020 October Qualifier,"Finish the race as quickly as possible and avoid the objects and going off-track, as both will be penalized.",1601510401000,1604188799000,1601510401000,1604188799000,arn:aws:deepracer:us-east-1::track/Aragon,CLOSED,3.0,3.0,65,,,OBJECT_AVOIDANCE,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2020-04,Arcjude,,,,,,,True,True,10000.0,5.0,,,,defaultBlue,False,"[{'LaneNumber': -1, 'TrackPercentage': 0.12}, {'LaneNumber': 1, 'TrackPercentage': 0.26}, {'LaneNumber': 1, 'TrackPercentage': 0.39}, {'LaneNumber': -1, 'TrackPercentage': 0.55}, {'LaneNumber': -1, 'TrackPercentage': 0.72}, {'LaneNumber': 1, 'TrackPercentage': 0.88}]",6.0,BOX,5.0,5.0,,,,4.0,"virtual,virtual-season-2020-10-oa",,,,,
arn:aws:deepracer:::leaderboard/a046d284-0e67-4b81-bfc2-fdaf4ea5e15b,reInvent Championship Wildcard,"During the re:Invent Championship Wildcard race, anyone eligible to compete in the AWS DeepRacer League may compete directly in the AWS DeepRacer Console, except any pre-qualified championship finalists.",1604966401000,1606780799000,1604966401000,1606780799000,arn:aws:deepracer:us-east-1::track/Austin,CLOSED,3.0,3.0,901,,,TIME_TRIAL,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2020-04,,,,,,,,True,True,10000.0,5.0,,,,defaultLightBlue,,,,,5.0,5.0,,,,,"virtual,virtual-reinvent-2020-wildcard",ALL,ALL,True,,
arn:aws:deepracer:::leaderboard/87ef6550-99e6-44ae-9d4c-205f658ce329,Knockout Group 1,Competitors from Japan and Taiwan attempt to finish the race as quickly as possible while avoiding penalties for collision and driving off track.,1606869000000,1606876200000,1606869000000,1606876200000,arn:aws:deepracer:us-east-1::track/Monaco,CLOSED,1.0,15.0,13,,,OBJECT_AVOIDANCE,VISIBLE,BEST_LAP_TIME,REINVENT_2020,True,TNC-2020-04,,,,,,,,True,True,10000.0,3.0,,,,defaultLightBlue,False,"[{'LaneNumber': -1, 'TrackPercentage': 0.12}, {'LaneNumber': 1, 'TrackPercentage': 0.26}, {'LaneNumber': -1, 'TrackPercentage': 0.42}, {'LaneNumber': 1, 'TrackPercentage': 0.58}, {'LaneNumber': -1, 'TrackPercentage': 0.68}, {'LaneNumber': 1, 'TrackPercentage': 0.98}]",6.0,BOX,3.0,2.0,,,,,"virtual,virtual-reinvent-2020-ko1",CLOSED_INVITATION,ALL,True,,
arn:aws:deepracer:::leaderboard/0c9589ac-6556-42a0-9dcd-6305963d17c0,Knockout Group 2,"Competitors from Japan, South Korea, Australia, and New Zealand attempt to finish the race as quickly as possible while avoiding penalties for collision and driving off track.",1606876200000,1606881600000,1606876200000,1606881600000,arn:aws:deepracer:us-east-1::track/Monaco,CLOSED,1.0,15.0,13,,,OBJECT_AVOIDANCE,VISIBLE,BEST_LAP_TIME,REINVENT_2020,True,TNC-2020-04,,,,,,,,True,True,10000.0,3.0,,,,defaultLightBlue,False,"[{'LaneNumber': -1, 'TrackPercentage': 0.12}, {'LaneNumber': 1, 'TrackPercentage': 0.26}, {'LaneNumber': -1, 'TrackPercentage': 0.42}, {'LaneNumber': 1, 'TrackPercentage': 0.58}, {'LaneNumber': -1, 'TrackPercentage': 0.68}, {'LaneNumber': 1, 'TrackPercentage': 0.98}]",6.0,BOX,3.0,2.0,,,,,"virtual,virtual-reinvent-2020-ko2",CLOSED_INVITATION,ALL,True,,
arn:aws:deepracer:::leaderboard/8534ec0b-554a-417c-bf13-c91b75a87c13,Knockout Group 3,Competitors from Europe and the Middle East attempt to finish the race as quickly as possible while avoiding penalties for collision and driving off track.,1606915800000,1606921200000,1606915800000,1606921200000,arn:aws:deepracer:us-east-1::track/Monaco,CLOSED,1.0,15.0,13,,,OBJECT_AVOIDANCE,VISIBLE,BEST_LAP_TIME,REINVENT_2020,True,TNC-2020-04,,,,,,,,True,True,10000.0,3.0,,,,defaultLightBlue,False,"[{'LaneNumber': -1, 'TrackPercentage': 0.12}, {'LaneNumber': 1, 'TrackPercentage': 0.26}, {'LaneNumber': -1, 'TrackPercentage': 0.42}, {'LaneNumber': 1, 'TrackPercentage': 0.58}, {'LaneNumber': -1, 'TrackPercentage': 0.68}, {'LaneNumber': 1, 'TrackPercentage': 0.98}]",6.0,BOX,3.0,2.0,,,,,"virtual,virtual-reinvent-2020-ko3",CLOSED_INVITATION,ALL,True,,
arn:aws:deepracer:::leaderboard/c615fde3-4122-499c-8926-d8214d96ca98,Knockout Group 4,Competitors from the United States and Canada attempt to finish the race as quickly as possible while avoiding penalties for collision and driving off track.,1606926600000,1606936200000,1606926600000,1606936200000,arn:aws:deepracer:us-east-1::track/Monaco,CLOSED,1.0,15.0,11,,,OBJECT_AVOIDANCE,VISIBLE,BEST_LAP_TIME,REINVENT_2020,True,TNC-2020-04,,,,,,,,True,True,10000.0,3.0,,,,defaultLightBlue,False,"[{'LaneNumber': -1, 'TrackPercentage': 0.12}, {'LaneNumber': 1, 'TrackPercentage': 0.26}, {'LaneNumber': -1, 'TrackPercentage': 0.42}, {'LaneNumber': 1, 'TrackPercentage': 0.58}, {'LaneNumber': -1, 'TrackPercentage': 0.68}, {'LaneNumber': 1, 'TrackPercentage': 0.98}]",6.0,BOX,3.0,2.0,,,,,"virtual,virtual-reinvent-2020-ko4",CLOSED_INVITATION,ALL,True,,
arn:aws:deepracer:::leaderboard/d2342a59-1bb6-4bf4-ae38-980a0927fa88,Knockout Group 5,Competitors from Singapore and Vietnam attempt to finish the race as quickly as possible while avoiding penalties for collision and driving off track.,1606959000000,1606975200000,1606959000000,1606975200000,arn:aws:deepracer:us-east-1::track/Monaco,CLOSED,1.0,15.0,10,,,OBJECT_AVOIDANCE,VISIBLE,BEST_LAP_TIME,REINVENT_2020,True,TNC-2020-04,,,,,,,,True,True,10000.0,3.0,,,,defaultLightBlue,False,"[{'LaneNumber': -1, 'TrackPercentage': 0.12}, {'LaneNumber': 1, 'TrackPercentage': 0.26}, {'LaneNumber': -1, 'TrackPercentage': 0.42}, {'LaneNumber': 1, 'TrackPercentage': 0.58}, {'LaneNumber': -1, 'TrackPercentage': 0.68}, {'LaneNumber': 1, 'TrackPercentage': 0.98}]",6.0,BOX,3.0,2.0,,,,,"virtual,virtual-reinvent-2020-ko5",CLOSED_INVITATION,ALL,True,,
arn:aws:deepracer:::leaderboard/a9d22044-9e28-486e-94f6-fbbd730744e5,Knockout Group 6,"Competitors from Europe, the Middle East, and the Americas attempt to finish the race as quickly as possible while avoiding penalties for collision and driving off track.",1607002200000,1607011200000,1607002200000,1607011200000,arn:aws:deepracer:us-east-1::track/Monaco,CLOSED,1.0,15.0,12,,,OBJECT_AVOIDANCE,VISIBLE,BEST_LAP_TIME,REINVENT_2020,True,TNC-2020-04,,,,,,,,True,True,10000.0,3.0,,,,defaultLightBlue,False,"[{'LaneNumber': -1, 'TrackPercentage': 0.12}, {'LaneNumber': 1, 'TrackPercentage': 0.26}, {'LaneNumber': -1, 'TrackPercentage': 0.42}, {'LaneNumber': 1, 'TrackPercentage': 0.58}, {'LaneNumber': -1, 'TrackPercentage': 0.68}, {'LaneNumber': 1, 'TrackPercentage': 0.98}]",6.0,BOX,3.0,2.0,,,,,"virtual,virtual-reinvent-2020-ko6",CLOSED_INVITATION,ALL,True,,
arn:aws:deepracer:::leaderboard/96227f13-beaa-4250-8f34-4c44f82c6bfe,Bracket of 32,Two racers face off Head-to-head in tournament-style bracket races. The first racer to cross the finish line advances to the next race until eight racers remain.,1607039880000,1607039999000,1607039880000,1607039999000,arn:aws:deepracer:us-east-1::track/Monaco,CLOSED,5.0,5.0,0,,,HEAD_TO_HEAD_RACING,VISIBLE,TOTAL_TIME,REINVENT_2020,True,TNC-2020-04,,BOT_VEHICLE,1.0,1.0,False,,,True,True,10000.0,5.0,32.0,"[1607736266000, 1607736266000, 1895356799000, 1895356799000, 1895356799000]",TOURNAMENT,defaultLightBlue,,,,,5.0,5.0,,1607126400000.0,,,,CLOSED_INVITATION,ALL,True,,
arn:aws:deepracer:::leaderboard/15576a60-7a91-4c8c-81e8-b90d00900c8f,Knockout Group 7,"Competitors from Hong Kong, Singapore, and the Philippines attempt to finish the race as quickly as possible while avoiding penalties for collision and driving off track.",1607041800000,1607046000000,1607041800000,1607046000000,arn:aws:deepracer:us-east-1::track/Monaco,CLOSED,1.0,15.0,9,,,OBJECT_AVOIDANCE,VISIBLE,BEST_LAP_TIME,REINVENT_2020,True,TNC-2020-04,,,,,,,,True,True,10000.0,3.0,,,,defaultLightBlue,False,"[{'LaneNumber': -1, 'TrackPercentage': 0.12}, {'LaneNumber': 1, 'TrackPercentage': 0.26}, {'LaneNumber': -1, 'TrackPercentage': 0.42}, {'LaneNumber': 1, 'TrackPercentage': 0.58}, {'LaneNumber': -1, 'TrackPercentage': 0.68}, {'LaneNumber': 1, 'TrackPercentage': 0.98}]",6.0,BOX,3.0,2.0,,,,,"virtual,virtual-reinvent-2020-ko7",CLOSED_INVITATION,ALL,True,,
arn:aws:deepracer:::leaderboard/c9fcf379-33e8-4e30-8a5d-bf0f5f9c9441,Knockout Group 8,Competitors from India and Wildcard winners attempt to finish the race as quickly as possible while avoiding penalties for collision and driving off track.,1607049000000,1607056800000,1607049000000,1607056800000,arn:aws:deepracer:us-east-1::track/Monaco,CLOSED,1.0,15.0,10,,,OBJECT_AVOIDANCE,VISIBLE,BEST_LAP_TIME,REINVENT_2020,True,TNC-2020-04,,,,,,,,True,True,10000.0,3.0,,,,defaultLightBlue,False,"[{'LaneNumber': -1, 'TrackPercentage': 0.12}, {'LaneNumber': 1, 'TrackPercentage': 0.26}, {'LaneNumber': -1, 'TrackPercentage': 0.42}, {'LaneNumber': 1, 'TrackPercentage': 0.58}, {'LaneNumber': -1, 'TrackPercentage': 0.68}, {'LaneNumber': 1, 'TrackPercentage': 0.98}]",6.0,BOX,3.0,2.0,,,,,"virtual,virtual-reinvent-2020-ko8",CLOSED_INVITATION,ALL,True,,
arn:aws:deepracer:::leaderboard/1ae1d976-03d7-449c-a3cc-08c0c0047a9d,Grand Prix Final,"The final eight racers face off Head-to-head in an 8 car, 5-lap Grand Prix Final for the Championship title. ",1607212680000,1607212799000,1607212680000,1607212799000,arn:aws:deepracer:us-east-1::track/Singapore,CLOSED,5.0,5.0,0,,,HEAD_TO_HEAD_RACING,VISIBLE,TOTAL_TIME,REINVENT_2020,True,TNC-2020-04,,BOT_VEHICLE,1.0,1.0,False,,,True,True,10000.0,5.0,,,GRANDPRIX,defaultLightBlue,,,,,5.0,5.0,arn:aws:deepracer:::leaderboard/e256e06d-c237-4588-bc33-d7cb4620e7d8,1608047320000.0,1608047320000.0,,"virtual,Virtual-reinvent-2020-gp",CLOSED_INVITATION,ALL,True,,
arn:aws:deepracer:::leaderboard/12c54b0a-e0bf-40ed-aa91-d1ae1dff10ac,reInvent Open Race,"Open to all re:Invent attendees, all participants will receive a limited edition digital car reward, and the top 5 racers will receive a DeepRacer Evo (subject to eligibility).",1606780800000,1609459199000,1606780800000,1609459199000,arn:aws:deepracer:us-east-1::track/Monaco,CLOSED,3.0,3.0,128,,,OBJECT_AVOIDANCE,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2020-04,,,,,,,,True,True,10000.0,5.0,,,,defaultLightBlue,True,"[{'LaneNumber': -1, 'TrackPercentage': 0.0}, {'LaneNumber': 1, 'TrackPercentage': 0.1}, {'LaneNumber': -1, 'TrackPercentage': 0.2}, {'LaneNumber': 1, 'TrackPercentage': 0.3}, {'LaneNumber': -1, 'TrackPercentage': 0.4}, {'LaneNumber': 1, 'TrackPercentage': 0.5}]",6.0,BOX,5.0,5.0,,,,,"virtual,virtual-reinvent-2020-open-oa",ALL,ALL,True,,
arn:aws:deepracer:::leaderboard/4f83061c-7fc5-418c-a280-6abac8576659,reInvent Open Race,"Open to all re:Invent attendees, all participants will receive a limited edition digital car reward, and the top 5 racers will receive a DeepRacer Evo (subject to eligibility).",1606780800000,1609459199000,1606780800000,1609459199000,arn:aws:deepracer:us-east-1::track/Monaco,CLOSED,3.0,3.0,828,,,TIME_TRIAL,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2020-04,,,,,,,,True,True,10000.0,5.0,,,,defaultLightBlue,,,,,5.0,5.0,,,,,"virtual,virtual-reinvent-2020-open-tt",ALL,ALL,True,,
arn:aws:deepracer:::leaderboard/aab4a00b-d2fb-43ab-88d9-7a8cd8ee2922,reInvent Open Race,"Open to all re:Invent attendees, all participants will receive a limited edition digital car reward, and the top 5 racers will receive a DeepRacer Evo (subject to eligibility).",1606780800000,1609459199000,1606780800000,1609459199000,arn:aws:deepracer:us-east-1::track/Monaco,CLOSED,3.0,3.0,150,,,HEAD_TO_HEAD_RACING,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2020-04,,BOT_VEHICLE,6.0,1.0,False,,,True,True,10000.0,5.0,,,,defaultLightBlue,,,,,5.0,5.0,,,,,"virtual,virtual-reinvent-2020-open-h2h",ALL,ALL,True,,
arn:aws:deepracer:::leaderboard/d4256a2d-8bb3-4727-817b-8be0b2e0e2ac,2021 Pre-season,Finish the race as quickly as possible and stay on track to not be penalized. ,1609718400000,1612137599000,1609718400000,1612137599000,arn:aws:deepracer:us-east-1::track/Singapore_building,CLOSED,3.0,3.0,467,,,TIME_TRIAL,VISIBLE,BEST_LAP_TIME,VIRTUAL,False,TNC-2020-04,,,,,,,,True,True,10000.0,5.0,,,,defaultLightBlue,,,,,5.0,5.0,,,,,"virtual,virtual-preseason-2021-tt",ALL,ALL,True,,
arn:aws:deepracer:::leaderboard/fcdb9ab2-5493-4a5f-950a-31859571de45,2021 pre-season qualifier,Finish the race as quickly as possible and stay on track to not be penalized. ,1612137600000,1614556799000,1612137600000,1614556799000,arn:aws:deepracer:us-east-1::track/Monaco,CLOSED,3.0,3.0,752,,,TIME_TRIAL,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2021-02,,,,,,,,True,True,10000.0,5.0,,,,openBlack,,,,,5.0,3.0,,,,,,ALL,ALL,True,,
arn:aws:deepracer:::leaderboard/86eb6d2e-72ad-4443-8b40-fb67514f5afe,March Qualifier,"Finish the race as quickly as possible and avoid the collisions with the bots and going off-track, as both will be penalized.",1614563400000,1617235199000,1614563400000,1617235199000,arn:aws:deepracer:us-east-1::track/penbay_pro,OPEN,3.0,3.0,49,,,HEAD_TO_HEAD_RACING,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2021-03,,BOT_VEHICLE,4.0,2.0,False,,,True,True,10000.0,5.0,32.0,"[1619999999000, 1619999999000, 1619999999000, 1619999999000, 1619999999000]",TOURNAMENT,proPurple,,,,,5.0,5.0,,1619567999000.0,,,"virtual,2021-03-pro",ALL,ALL,True,PRO,PRO
arn:aws:deepracer:::leaderboard/b565dc23-55c4-4a7e-8610-62fb6fd7a5f3,March Qualifier,Finish the race as quickly as possible and stay on track to not be penalized,1614563400000,1617235199000,1614563400000,1617235199000,arn:aws:deepracer:us-east-1::track/penbay_open,OPEN,3.0,3.0,594,,,TIME_TRIAL,VISIBLE,TOTAL_TIME,VIRTUAL,False,TNC-2021-03,,,,,,,,True,True,10000.0,5.0,,,,openBlack,,,,,5.0,5.0,,,,,"virtual,2021-03-open",ALL,ALL,True,OPEN,OPEN
arn:aws:deepracer:::leaderboard/466ad055-0f74-4b3f-8310-119ca00b9eae,March Qualifier,"Finish the race as quickly as possible and avoid the collisions with obstacles and going off-track, as both will be penalized.",1617901200000,1617912000000,1617901200000,1617912000000,,UPCOMING,,,0,,,OBJECT_AVOIDANCE,VISIBLE,,VIRTUAL,True,TNC-2021-03,,,,,,,,,,,,,,,proTwitchPurple,,,,,,,,,,,,CLOSED_INVITATION,ALL,True,PRO,PRO
